file,rand_score,ami_score,consistency_score
Supplique_pour_etre_enterre_a_la_plage_de_Sete.pkl,0.2808248481995332,0.4470987750429594,0.5298516463635267
Ik_kan_echt_zonder_jou.pkl,0.2364231098256391,0.2535213524975637,0.5289624443029918
Non_e_Francesca.pkl,0.24523184620775007,0.3644343297948647,0.528960223307746
Suspicious_Minds.2.pkl,0.25602146444885054,0.33897391168408153,0.5287539936102237
Not_Enough.pkl,0.035518387290186804,0.2122057494633203,0.5287081339712919
If_Its_Over.pkl,0.2502245495704167,0.32960867627655743,0.5271406727828746
Non_dormire_piu.pkl,0.3797408496318559,0.4697800566690045,0.5267057201929704
Ik_ga_door.pkl,0.20812830531297838,0.3198190243114436,0.5257461683248185
Il_carrozzone.pkl,0.3524155002724973,0.4235647162723679,0.5254813137032842
Zero.1.pkl,0.15107968149087392,0.31145576263233493,0.5250350959288722
Zero.pkl,0.15107968149087392,0.31145576263233493,0.5250350959288722
Suspicious_Minds.5.pkl,0.26055821721695765,0.32627075458710336,0.5247602270503033
House_of_Fun.pkl,0.2631121962876496,0.346674358880501,0.5246017699115044
Wasted_Time.1.pkl,0.13628166495446462,0.29096771467701066,0.5236882322975038
Wasted_Time.pkl,0.13628166495446462,0.29096771467701066,0.5236882322975038
YYZ.pkl,0.0617621943977409,0.16689599191575394,0.5234301780693533
Il_Tuo_Bacio_E_Come_Un_Rock.1.pkl,0.33013994755650833,0.3948307642821604,0.522342064714946
Il_Tuo_Bacio_E_Come_Un_Rock.2.pkl,0.33013994755650833,0.3948307642821604,0.522342064714946
Zing_Went_the_Strings_of_My_Heart.pkl,0.21253340587479982,0.3463614478782444,0.5218344292699376
A_Big_Hunk_O_Love.pkl,0.22683874781221547,0.3331891467320418,0.5218249075215783
Nobody_Else.pkl,0.4369706406640233,0.42556288276313714,0.5213675213675214
YYZ.2.pkl,0.18230028682678218,0.22784662312866924,0.5211418759390427
Suspicious_Minds.1.pkl,0.25456756029169303,0.3280566694818094,0.5205114544485882
Ik_zag_het_licht.pkl,0.26254710376145207,0.3605793648486248,0.5197047267531849
We_Are_The_Champions.4.pkl,0.2917857412266107,0.32727935686559495,0.51947551099113
Hot_Stuff.2.pkl,0.3716359921069191,0.4805414235661384,0.5192997560625627
No_Place_to_Hide.1.pkl,0.10216310730098209,0.2532340524899342,0.5189075630252101
Non_ce_piu_niente_da_fare.pkl,0.2596017048867091,0.3467909109756223,0.5181040157998683
Youre_Still_the_One_Something_About_the_Way_You_Look_Tonight.pkl,0.25008385308276754,0.33878979115419233,0.5175163771005411
Il_mare_dinverno.pkl,0.1754730793273517,0.2728685102168219,0.5163411717815863
2_X_4.pkl,0.22876876376827315,0.3413670080372573,0.5162594480576551
Youve_Lost_That_Lovin_Feelin.2.pkl,0.2757946211953662,0.3958706698645168,0.5158675005791059
No_Me_Ames_feat._Marc_Anthony_Tropical_remix_.pkl,0.27174513962317803,0.38146882593392367,0.5150435471100554
Il_giocatore_di_biliardo.pkl,0.2970359621704264,0.39690848724856703,0.5147403685092127
Hold_My_Hand.pkl,0.14696476020064672,0.25555300537440334,0.5145881006864989
How_About_Us.1.pkl,0.21339908406418953,0.3472061956525997,0.5143241684291482
Il_cielo_in_una_stanza.1.pkl,0.3487813640083883,0.4646738133446604,0.5142857142857142
Suspicious_Minds.4.pkl,0.2509100622839714,0.3212131287663385,0.5135342676137454
Il_cielo_in_una_stanza.2.pkl,0.2909700839442743,0.37487161182464124,0.5134393856280856
Hot_Girls_in_Love.pkl,0.30877435634278455,0.4296923191041779,0.5120832816953774
Noisy_Nights.pkl,0.284719517073034,0.39193941512230124,0.5120481927710844
Il_tangaccio.pkl,0.2970569663513756,0.35533970956856425,0.5118577075098815
Hot_Girls_in_Love.1.pkl,0.30772957153223485,0.429631274455217,0.5114494368114866
Sunday_Bloody_Sunday.2.pkl,0.19549625663667602,0.24972367723551622,0.5110998350881644
Il_sospetto.pkl,0.23847087233326858,0.3339998975082439,0.5106181266590822
Non_gioco_piu.pkl,0.25575892050030963,0.36624052578421673,0.509325681492109
Il_sole_e_la_luna.1.pkl,0.3009578803757503,0.3156836086786376,0.5085590825993019
Il_sole_e_la_luna.pkl,0.3009578803757503,0.3156836086786376,0.5085590825993019
Il_veliero.pkl,0.14822308042932894,0.2987856762130015,0.50844327176781
No_Milk_Today.pkl,0.2450130602928763,0.34566481429747015,0.5082948055480011
Il_mare_impetuoso_al_tramonto_sali_sulla_luna_e_dietro_una_tendina_di_stelle....pkl,0.17704255859885631,0.3120039032592219,0.5080538684974915
We_Close_Our_Eyes.pkl,0.3950420447386472,0.44229625347216217,0.5078751857355126
Baila.pkl,0.15616644001931362,0.3074375223733724,0.507707412862052
1492_Conquest_of_Paradise.1.pkl,0.08631418374354186,0.24510392951134802,0.5072687905969687
Hoe_Down.pkl,0.24799338694786544,0.3126693713452506,0.5070786655176659
Il_nostro_caro_angelo.2.pkl,0.12536069481473694,0.1767728274501292,0.506880301602262
Zanzibar.pkl,0.19291103814654398,0.3523854091545707,0.5067312055664801
Il_vecchio_e_il_bambino.pkl,0.2803171630447862,0.38976643601492744,0.5064846416382253
Ho_Difeso_Il_Mio_Amore.pkl,0.21821484011662468,0.30074234692400287,0.506247997436719
Ill_Be_Around.pkl,0.14614534877365176,0.3164214413921736,0.5061375963459892
Holy_Smoke.pkl,0.13851702433881977,0.19507966145975686,0.50520381613183
Hotel_California_unplugged_.pkl,0.15089099271723747,0.2200896683823518,0.5051809341622828
Honey_Pie.2.pkl,0.08199653153272159,0.25069634961951465,0.5043478260869565
iieee_remixed_version_.pkl,0.26886572259976443,0.26957634408416414,0.5041322314049587
Hot_Blooded.1.pkl,0.07886844870385408,0.20828952219404656,0.5035087719298246
Hot_Stuff.pkl,0.3530827568165671,0.4613216753180855,0.5030555969593083
No_Son_of_Mine.4.pkl,0.2312610521045881,0.39997558431642594,0.5029556156697725
Honey_Pie.7.pkl,0.07766315842130596,0.24267024924334926,0.5027777777777778
Honey_Pie.1.pkl,0.07365926846578515,0.23790350690012804,0.5027685492801772
Honey_Pie.6.pkl,0.07365926846578515,0.23790350690012804,0.5027685492801772
Honey_Pie.pkl,0.07365926846578515,0.23790350690012804,0.5027685492801772
We_Are_the_World.pkl,0.22956125167443606,0.32523827621643686,0.5027251864601262
Youre_the_Best_Thing_That_Ever_Happened_to_Me.pkl,0.25210368606667155,0.24997649116168885,0.5026428391643595
Wanderlust.pkl,0.21547581313348188,0.2723174065191261,0.501859799713877
Baila_Me.pkl,0.07562455201495753,0.2208376372052637,0.5006801178871004
Hold_On.pkl,0.17122863874135838,0.31791996613508444,0.5004587997797761
Norwegian_Wood.4.pkl,-0.0013007803346210419,-0.0036151664049592523,0.5
Ill_Be_Good_To_You.pkl,0.37415230041420783,0.3448118567281433,0.4999434325149904
Sundown.1.pkl,0.22927619461489962,0.38320669284854714,0.4997020854021847
Non_sono_una_signora.1.pkl,0.19255939249574522,0.31201905665155566,0.499457111834962
Non_sono_una_signora.pkl,0.19255939249574522,0.31201905665155566,0.499457111834962
Youre_The_Devil_in_Disguise.pkl,0.15761284184583485,0.1732975371085856,0.49936655405405406
Non_dimenticarti_di_me.1.pkl,0.2415436789522221,0.3017313550714778,0.4991037131882202
Il_cielo_dIrlanda.1.pkl,0.18958811476231544,0.3533780425157642,0.49882695574791686
Il_cielo_dIrlanda.pkl,0.18958811476231544,0.3533780425157642,0.49882695574791686
Sweet_Home_Alabama.1.pkl,0.1478642360716366,0.2964469327895796,0.4986072423398329
Surfin_USA.pkl,0.34578065735062763,0.4623959739313881,0.4975728155339806
Il_vento.pkl,0.2325691043321902,0.3186384469169433,0.49627263045793396
Il_portiere_di_notte.pkl,0.1784435580046435,0.29851775993796764,0.4958579881656805
Sunshine_of_Your_Love.1.pkl,0.2453163657759874,0.3122477867685521,0.4950017850767583
Hollywood.1.pkl,0.13966302347560222,0.26374041211102744,0.494140838900449
Ik_bel_je_zomaar_even_op.pkl,0.23365629127607684,0.4016603646056971,0.493455098934551
Ill_Do_Anything_for_Love_But_I_Wont_Do_That_.pkl,0.09859179954380096,0.24389683247328373,0.4927950594693504
Hollywood.pkl,0.1378222790982289,0.26246264600800234,0.49195049830248605
How_About_Us.pkl,0.1643848111588479,0.27442367630217496,0.4919221892515661
Surfer_Girl.1.pkl,0.2632009231121844,0.25733628010758014,0.49166666666666664
Surfer_Girl.pkl,0.2632009231121844,0.25733628010758014,0.49166666666666664
Supermans_Dead.pkl,0.2783199925398667,0.2972710024108634,0.4902686567164179
Baggy_Trousers.pkl,0.2545231503931031,0.35576069453566095,0.4898936170212766
Il_silenzio_della_colomba.1.pkl,0.3518380074597612,0.26999103709969724,0.4895018014660206
Il_silenzio_della_colomba.pkl,0.3518380074597612,0.26999103709969724,0.4895018014660206
"Hold_Me,_Thrill_Me,_Kiss_Me,_Kill_Me.1.pkl",0.20792449007889646,0.32326819709578086,0.48942358540454783
Ik_wil_niet_dat_je_liegt.pkl,0.2387018229131017,0.3204690523352015,0.48861911987860396
Ill_Go_Where_Your_Music_Takes_Me.1.pkl,0.20265903197846769,0.32263933075993956,0.4883605745418524
Susanna_e_basta.pkl,0.13341516294828087,0.3115744990844811,0.4877545759216293
No_Time.pkl,0.13840959019907403,0.28608579717367716,0.487741091860085
Summertime_From_Porgy_and_Bess_.pkl,0.22741348816667253,0.30851133502779843,0.4876977152899824
No_Time.2.pkl,0.1383826823955925,0.28520758885672903,0.48757763975155277
We_Are_The_Champions.9.pkl,0.12148855367428643,0.2420625320387713,0.4873889875666075
Honey_Pie.4.pkl,0.037951804158138,0.21060435128622548,0.4869459623557984
Hopelessly_Devoted_to_You.1.pkl,0.1897281207695018,0.35278290124668443,0.48691905201600494
Hopelessly_Devoted_to_You.2.pkl,0.1897281207695018,0.35278290124668443,0.48691905201600494
Hopelessly_Devoted_to_You.pkl,0.1897281207695018,0.35278290124668443,0.48691905201600494
No_Remorse.pkl,0.1625583207369827,0.2807050326545364,0.48688242052853314
Sweat_A_La_La_La_Song_.2.pkl,0.24734935186062076,0.38635151273060697,0.48614834673815904
If_You_Dont_Know_Me_By_Now.2.pkl,0.1327185684560303,0.2456036165377633,0.4860234445446348
Il_mio_canto_libero.1.pkl,0.10832568034490672,0.31745044159025926,0.4859104901728629
Il_mio_canto_libero.2.pkl,0.10832568034490672,0.31745044159025926,0.4859104901728629
Hoe_Down.1.pkl,0.32378031958670356,0.3810251842292653,0.4853967433445335
If_Not_for_You.pkl,0.09545607819186187,0.2127208968132356,0.48455329807959924
Il_cielo.pkl,0.009652063175418845,0.24136194101323188,0.48348457350272234
24_mila_baci.pkl,0.23023266436125497,0.3615262158120714,0.4831507132520157
3-Tage-Bart.pkl,0.2930575892383737,0.4239106695557214,0.483107132544037
If_This_Is_It.pkl,0.23956298600794176,0.33451547517392627,0.48289554062309104
Ik_weet_het_niet.pkl,0.114216373769051,0.34647801979170345,0.48262640786005273
No_Place_to_Hide.pkl,0.10715684919163936,0.26711197606176623,0.48250289687137893
Ill_Be_There_For_You.1.pkl,0.2460790450712008,0.28857651013044155,0.48244348244348245
No_Quarter.1.pkl,0.17775512386007494,0.3165763989026979,0.48214942951785056
No_Quarter.2.pkl,0.17775512386007494,0.3165763989026979,0.48214942951785056
No_Quarter.pkl,0.17775512386007494,0.3165763989026979,0.48214942951785056
Il_nostro_caro_angelo.pkl,0.07037135593439572,0.21761578003236634,0.4815043156596794
Sunday_Bloody_Sunday.6.pkl,0.24583082309421392,0.3054837387822359,0.48144712430426717
No_Surprises.pkl,0.21257780777514873,0.3203841118866339,0.4803444402845376
Il_mio_canto_libero.pkl,0.10877070105521858,0.3156930172315551,0.48022732654511013
Sunday.pkl,0.20003313225112798,0.32223670574226443,0.4801722591064059
A_Day_in_the_Life.3.pkl,0.2283694341927486,0.34209307696390256,0.47978386435625114
Summer_of_69.7.pkl,0.3682471056476243,0.511044195905454,0.4790580319596299
Non_sono_un_cantautore.pkl,0.2830991811155646,0.3527785247100032,0.47859960552268244
Hollow.pkl,0.043990674453738596,0.1422143115373187,0.47752712243843637
Houses_of_the_Holy.pkl,-4.214926110324079e-05,0.18559622867996647,0.47747156605424323
If_Only.pkl,0.17268380609143408,0.2891345214007908,0.4769392033542977
Holding_Back_The_Years.3.pkl,0.17567938847262998,0.2923478510824987,0.47653061224489796
Holding_Back_The_Years.4.pkl,0.17567938847262998,0.2923478510824987,0.47653061224489796
Il_problema_piu_importante.pkl,0.196807108360897,0.26922605333148136,0.4763572679509632
Ziggy_Stardust.1.pkl,0.07930008938598171,0.20112648144871517,0.4761974512963234
29_settembre.1.pkl,0.24930195780998143,0.3215564691726288,0.47571011414919034
Ziggy_Stardust.pkl,0.07974516155672909,0.2002023105029322,0.47515346389944463
Honky_Tonk_Attitude.pkl,0.23367837644907974,0.33264580446851627,0.4746811466094204
We_Die_Young.pkl,0.08258339978221167,0.1878553551799238,0.4720541117835529
Holy_Lamb_Song_for_Harmonic_Convergence_.pkl,-0.012954274720691477,0.24449330394220425,0.47166186359269935
Sun_King.1.pkl,0.04184203875051532,0.1661397163402278,0.4712771890686001
Sun_King.pkl,0.04184203875051532,0.1661397163402278,0.4712771890686001
Nothing.1.pkl,0.3298833381081048,0.46613009134044814,0.4703166226912929
Nothing.2.pkl,0.3298833381081048,0.46613009134044814,0.4703166226912929
We_Are_The_Champions.1.pkl,0.12765785409211208,0.25353020886808075,0.4695960940967599
We_Are_The_Champions.8.pkl,0.12765785409211208,0.25353020886808075,0.4695960940967599
Norwegian_Wood.2.pkl,0.12812593792959182,0.1849031740003545,0.4671218109953288
Hot_Child_in_the_City.1.pkl,0.27027429876459536,0.35959109747701484,0.4661144578313253
Ik_wil_met_jou_wel_even_poolen.pkl,0.14479695163288006,0.2824895055129587,0.46575598802395207
A_Campfire_Song.pkl,0.14229675581256787,0.3153005156108371,0.46556570625439214
Not_My_Idea.pkl,0.12688701126578023,0.3148286904871802,0.4653751626427642
Summer_Saturdays.pkl,0.3195558564101062,0.35234595404349833,0.4647558740209965
Sunshine_Reggae.1.pkl,0.25681179401265997,0.36759648870460476,0.46441697293685263
Sunshine_Reggae.pkl,0.25681179401265997,0.36759648870460476,0.46441697293685263
Il_coraggio_delle_idee.1.pkl,0.14306209547684676,0.2629773178183258,0.4643740722414646
Nobody_Knows_You_When_Youre_Down_Out.pkl,0.2390777253045045,0.3839528159033348,0.4643506146445751
Honey_Honey.pkl,0.18659576551815632,0.2780086564704466,0.46434894575889263
Ik_droom_alleen_maar_van_jou.pkl,0.21906574783865673,0.31863109200048495,0.4639054246667226
Super_Trouper.3.pkl,0.1042245079337347,0.319291297020604,0.4634031904910854
Non_succedera_piu.pkl,0.35206338214550537,0.3624822041851351,0.46308403763355127
A_Different_Beat.pkl,0.1786957155703963,0.27504253758721825,0.46285140562248994
Il_grido.pkl,0.18673915318712384,0.3189576428234011,0.45986675126903553
Youve_Lost_That_Lovin_Feelin.3.pkl,0.14614960788349846,0.21584678083239947,0.4597789771267026
Surfs_Up.pkl,0.05756364748247166,0.22263894398471093,0.4593607305936073
No_Particular_Place_To_Go.pkl,0.21938845329485385,0.347870539062794,0.45869262865090404
Sweet_Home_Chicago.1.pkl,0.18927608754665542,0.3041578403188384,0.45867768595041325
Summer_of_69.2.pkl,0.20314232652674744,0.3408287794118704,0.45831578947368423
Notbush_City_Limits.pkl,0.2745792230469412,0.4173886466417231,0.45794392523364486
1979.3.pkl,0.0747892075096374,0.10077623820491045,0.4567974048953111
Nookie.pkl,0.22891708760453097,0.2385982602984656,0.4563710255797275
Suspicious_Minds.pkl,0.2294487406324023,0.2967389144031914,0.4560095436922159
"If_You_Must_demo,_1988_.pkl",0.1254781917828815,0.14741965443796332,0.45585585585585586
A_Day_in_the_Life.2.pkl,0.20020997521143424,0.32938398278228376,0.4543478260869565
Supreme.1.pkl,0.24362465797002655,0.34961877779650774,0.4542962698128948
Supreme.2.pkl,0.24362465797002655,0.34961877779650774,0.4542962698128948
Supreme.pkl,0.24362465797002655,0.34961877779650774,0.4542962698128948
Honesty.6.pkl,0.08080251078845732,0.19160233365734278,0.4531923227575401
Swear_It_Again.pkl,0.26014179738590937,0.2916888802191727,0.4529229177444387
Nobody_Else_single_remix_.pkl,0.23278563132941182,0.3420731500049761,0.4513338139870223
Hots_On_for_Nowhere.pkl,0.05161667704535677,0.207794609001776,0.4493006993006993
Youve_Made_Me_So_Very_Happy.pkl,0.20906038500206683,0.28372089053188526,0.44927804516845615
Holding_Back_The_Years.2.pkl,0.17478340489145489,0.2845337213850128,0.4490266393442623
Holding_Back_The_Years.pkl,0.17478340489145489,0.2845337213850128,0.4490266393442623
We_Are_The_Champions.2.pkl,0.11590453748310305,0.2141526464198235,0.4482911673324456
We_Are_The_Champions.3.pkl,0.11590453748310305,0.2141526464198235,0.4482911673324456
We_Are_The_Champions.7.pkl,0.11590453748310305,0.2141526464198235,0.4482911673324456
Hotel_California.2.pkl,0.14337946043331304,0.3256612751201351,0.4456381607219596
Susanna.pkl,0.19396346624449243,0.33798944622189253,0.4454988796625807
A_Certain_Smile_from_A_Certain_Smile.pkl,0.24288940456603422,0.3639637463609083,0.44460028050490885
A_Day_in_the_Life.pkl,0.08123623554765418,0.272692620968684,0.44422657952069716
Non_si_puo_morire_dentro.pkl,0.1973219833321733,0.30689964724730634,0.4428682471822775
Hotel_California.6.pkl,0.0469313638334277,0.23492085169836752,0.44228517911496135
We_Are_the_World.1.pkl,0.201028384250495,0.3509864985122827,0.4420966420966421
Hitchin_a_Ride.1.pkl,0.14681356428835624,0.3495550247475584,0.4420555846879916
No_Time.1.pkl,0.22414191559790675,0.26885175872722245,0.4420306965761511
We_Are_the_World.3.pkl,0.20091412651984808,0.3506086999897625,0.4420242384539797
Youve_Made_Me_So_Very_Happy.1.pkl,0.19778264457368736,0.26813186820491536,0.441503146982599
Ik_hou_van_jou.pkl,0.21794659660517296,0.2794748586996467,0.44128553770086526
"Hold_Me,_Thrill_Me,_Kiss_Me,_Kill_Me.2.pkl",0.19674354021442092,0.2705593122514043,0.43977310643977313
We_Are_the_World.2.pkl,0.20231774522585275,0.35041401481694073,0.43957307060755335
Honesty.2.pkl,0.15974351326422373,0.2716853144966271,0.4393997691419777
Super_Trouper.4.pkl,0.16933303621290466,0.3171184342438287,0.43902439024390244
19th_Nervous_Breakdown.pkl,0.1956721183975347,0.3183167728709276,0.438185386124899
Yummy_Yummy_Yummy.1.pkl,0.1481808105901706,0.31313693550942795,0.43733223208754907
"10,000_Promises.pkl",0.16991708996486252,0.3129427215454875,0.4370139968895801
Non_lasciarmi_mai_piu.1.pkl,0.2795677379990886,0.3952533855799681,0.436930314613349
Youve_Lost_That_Lovin_Feelin.pkl,0.12200243056684276,0.2618868386585311,0.43597883597883597
Wasting_My_Hate.pkl,0.08070590753586504,0.19876772374616758,0.43440233236151604
No_Diggity_Shout_medley_.pkl,0.10305573801597868,0.25716587552527803,0.4327653997378768
99_Luftballons.pkl,0.1544904963570054,0.21203878990373318,0.4318484929314484
Non_vendermi.pkl,0.21520040916186892,0.26989991204285074,0.43164888262532713
Il_Giorno_Prima.1.pkl,0.1888197766646694,0.32815640995607515,0.43123148539991535
Nobody_Loves_Me_Like_You_Do.pkl,0.09212784381670971,0.224226303101118,0.43111831442463533
Holding_Back_The_Years.5.pkl,0.18432523417464056,0.30936517591368246,0.4308689390302448
Il_Giorno_Prima.pkl,0.18744987752303036,0.32693669754165167,0.430254576057227
No_Good_for_Me.pkl,0.10714370459595289,0.28302622968758745,0.4289272666888077
If_You_Dont_Know_Me_By_Now.1.pkl,0.19582329009868038,0.3577533446223438,0.4288079470198676
Svalutation.1.pkl,0.13903141480817613,0.2999613621121366,0.4284795885567342
Svalutation.2.pkl,0.1388570201538193,0.30000480010827185,0.42815814850530376
Svalutation.3.pkl,0.1388570201538193,0.30000480010827185,0.42815814850530376
Svalutation.pkl,0.1388570201538193,0.30000480010827185,0.42815814850530376
If_I_Fell.pkl,0.1796985857239037,0.2535220860550472,0.42813455657492355
Holiday.2.pkl,0.10680946482880141,0.3084067575880079,0.42707423580786025
Sunday_Afternoon.pkl,0.12103764311009044,0.21780089231902322,0.4257339299356106
If_You_Leave_Me_Now.1.pkl,0.16950314364706762,0.2526717499203104,0.42484121383203954
If_You_Leave_Me_Now.3.pkl,0.16950314364706762,0.2526717499203104,0.42484121383203954
If_You_Leave_Me_Now.pkl,0.16950314364706762,0.2526717499203104,0.42484121383203954
Il_tempo_se_ne_va.1.pkl,0.16072562038689248,0.2706477981335617,0.42395772166764534
Summer_of_69.8.pkl,0.18717321628027878,0.33220841341503854,0.4236883942766296
Il_mio_nome_e_mai_piu.pkl,0.009253557956681549,0.18220686255538773,0.42262224610424504
Waterloo.2.pkl,0.10854143354299664,0.28912347938739724,0.4221269296740995
Waterloo.3.pkl,0.10845721177825801,0.2890528893297614,0.4219554030874786
Watching_the_Wheels.pkl,0.105776473699682,0.27075102345871965,0.421954484605087
Youre_Only_Human_Second_Wind_.pkl,0.16552972272029273,0.365089006931968,0.4216114308394523
We_Are_The_Champions.6.pkl,0.15242400332785433,0.2277838123484591,0.42034015966678234
We_Are_The_Champions.5.pkl,0.15145914598710983,0.22777437247787544,0.4197359277275886
Honey_Pie.3.pkl,0.22648874463239502,0.3938597522901516,0.4194722474977252
Ill_Go_Where_Your_Music_Takes_Me.pkl,0.22113310813719353,0.3182545493691955,0.4189956827993638
Sunshine_of_Your_Love.2.pkl,0.12630835461199025,0.23639195676404512,0.41892048752176436
Hot_Water.pkl,0.11330347045501747,0.23699091943287542,0.418694885361552
Suspicious_Minds.3.pkl,0.27410926249742934,0.41124506976361247,0.41745235707121364
Il_grido.1.pkl,0.1634198891369452,0.31737279483581454,0.41714770797962647
No_Pretendo.pkl,0.1872690829275919,0.22133422869119787,0.4163773739023892
Hotel_California.3.pkl,0.15320931882114405,0.3010462046296773,0.41568206229860366
Il_mare_calmo_della_sera.pkl,0.16945047490411988,0.26399247608560145,0.4149419485108531
Ik_leef_niet_meer_voor_jou.pkl,0.1299784955007609,0.24539511077121012,0.4138162951575711
Summer_of_69.pkl,0.2056464978110319,0.3919198306103214,0.41372038208658973
Sweet_Caroline.4.pkl,0.17454486224116314,0.27167756193602277,0.41241610738255036
Sweet_Caroline.5.pkl,0.17454486224116314,0.27167756193602277,0.41241610738255036
Super_Trooper.1.pkl,0.1725669589103922,0.26435557761554523,0.41211951185299484
Super_Trouper.1.pkl,0.1725669589103922,0.26435557761554523,0.41211951185299484
Super_Trouper.6.pkl,0.1725669589103922,0.26435557761554523,0.41211951185299484
Il_clarinetto.pkl,0.17907438171633228,0.2889612465488732,0.412062513757429
Super_Trouper.5.pkl,0.17331869890046983,0.26471265589863485,0.4119792397250666
Super_Trooper.pkl,0.17146049580749345,0.2636658264728172,0.41183896759713845
Super_Trouper.2.pkl,0.17194357158861504,0.2642414213062678,0.41178947368421054
Il_clarinetto.1.pkl,0.17828759731044763,0.28974869534269393,0.4116222760290557
Baila_mi_son.pkl,0.16739071745731426,0.3010310282269336,0.4113369936192313
If_You_Leave_Me_Now.5.pkl,0.15987934085241928,0.24810786264361434,0.4112941176470588
If_You_Leave_Me_Now.6.pkl,0.15987934085241928,0.24810786264361434,0.4112941176470588
Hole_in_My_Shoe.pkl,0.19161399811554922,0.3647011878958099,0.4107972828030032
Non_gioco_piu.1.pkl,0.09405403099913164,0.26576630665241757,0.4094322619405227
Non_gioco_piu.2.pkl,0.09405403099913164,0.26576630665241757,0.4094322619405227
Summer_of_69.6.pkl,0.17824697124387875,0.3904719981498707,0.40893125940792774
Ill_Be_There.pkl,0.06998398862922582,0.16889109940141683,0.40812963471573743
Ill_Be_There.3.pkl,0.06927515857792323,0.16873660127141746,0.4078549848942598
Hit_the_Lights.pkl,0.08630200716184311,0.18966988495001894,0.4072959093323889
Il_diluvio.pkl,0.13710888575555366,0.2356593177148707,0.40460739779364047
Waterloo.7.pkl,0.06159464268449646,0.21541248423279805,0.4034421099687081
Il_coraggio_delle_idee.pkl,0.10992685809182756,0.23878146762175928,0.40278456277479235
Summer_of_69.4.pkl,0.19586546802886254,0.39720007616988573,0.40168713559111774
Summer_of_69.3.pkl,0.1950411721832995,0.39747050652122284,0.4007704734683733
Summer_of_69.5.pkl,0.1950411721832995,0.39747050652122284,0.4007704734683733
Waterloo.5.pkl,0.058968534593961085,0.20953850631349344,0.3999106344950849
Youre_the_One_That_I_Want.pkl,0.16720445287081123,0.29649759056628405,0.39822826534816647
No_More_Lonely_Nights_Ballad_reprise_.1.pkl,0.18962275969985465,0.28574882536198654,0.39692507579038544
Waterloo.1.pkl,0.061832345486899344,0.21328164852132325,0.3960285586791611
Waterloo.4.pkl,0.061832345486899344,0.21328164852132325,0.3960285586791611
Waterloo.6.pkl,0.06168519874770783,0.2125616026380249,0.39593568557391695
21st_Century_Schizoid_Man.pkl,0.09365368933224168,0.1496789780039904,0.3959234957420075
Waterloo.pkl,0.061851376436162196,0.21301283767686993,0.3958054439982151
39.pkl,0.00618236847547454,0.1602209412147122,0.3929942418426104
86.1.pkl,0.033241177453866386,0.1921350873748659,0.3929205635136735
No_More_Tears.pkl,0.1150059052062833,0.13438202534384808,0.3928017909419666
Hold_Me.pkl,0.13267943562590948,0.2397553284293701,0.3916485256283396
86.2.pkl,0.031429982279141004,0.1890439855276181,0.3909542978924935
86.pkl,0.031429982279141004,0.1890439855276181,0.3909542978924935
Non_e_tempo_per_noi.1.pkl,0.0943055889610185,0.2980143487988116,0.39066971951917573
Non_e_tempo_per_noi.pkl,0.0943055889610185,0.2980143487988116,0.39066971951917573
No_One_Can.1.pkl,0.23433934495915829,0.39307191955104226,0.3904041409516225
Il_mare_calmo_della_sera.1.pkl,0.17396813321009696,0.2628299917333751,0.3873239436619718
Il_mare_calmo_della_sera.4.pkl,0.17396813321009696,0.2628299917333751,0.3873239436619718
Swallowed.pkl,0.13622474073302596,0.2759911154249733,0.3867800087937857
Home.1.pkl,0.20819885744345762,0.3915496592490555,0.3810284718187101
Home.pkl,0.20819885744345762,0.3915496592490555,0.3810284718187101
Warm_Breeze.pkl,0.14439874481797826,0.1955638546411705,0.3809919070346545
Ill_Make_Love_To_You.pkl,0.09932697862827103,0.21890626635866894,0.37782754759238524
No_More_Mr_Nice_Guy.pkl,0.0638883952549623,0.13202200729532046,0.3775122216186855
Nobodys_Fault_but_Mine.pkl,0.19002054087787384,0.27969898214185573,0.37734119187950227
1492_Conquest_of_Paradise.pkl,0.1298784970610513,0.2737124062858941,0.37183280932125023
Ill_Be_There.4.pkl,0.036851027124251624,0.12433825101058876,0.3690447973453425
Sundance_Chick_Corea_.pkl,0.14855320463845964,0.23182301418269158,0.36786007105766605
Il_mare_calmo_della_sera.3.pkl,0.12543805303040428,0.2218686794215869,0.3663773412517131
Il_mare_calmo_della_sera.2.pkl,0.125245163713799,0.2207994518030518,0.36592051164915484
Honky_Tonk_Truth.pkl,0.17629096845462444,0.3593151660484174,0.3632936208716634
Non_lhai_mica_capito.pkl,0.08466064945496582,0.262489449845692,0.36299633905941986
If_You_Love_Somebody_Set_Them_Free.pkl,0.16401614128749856,0.30310352882340946,0.36271113035946295
Hot_Dog.pkl,0.14784324624073045,0.30691336139709613,0.3626943005181347
1492_Conquest_of_Paradise.3.pkl,0.14566308499798244,0.25459145346420947,0.360769444187552
Il_mercante_di_stelle.pkl,0.10397823365645366,0.2293654780910487,0.3543111992071358
Ik_wil_met_jou_wel_even_poolen.1.pkl,0.19159579827337173,0.3069169791627375,0.3540177294824135
Hitch_a_Ride.pkl,0.14772212003367607,0.23718746781159217,0.35345953002610964
Honky_Tonk_Woman.1.pkl,0.0031443838623227377,0.18153460323733414,0.347926267281106
