file,rand_score,ami_score,consistency_score
Sunglasses_At_Night.pkl,0.33695565601982275,0.3455753808358011,0.6359555870540987
38_Years_Old.pkl,0.20261317559974423,0.27394614700254094,0.634923777469808
Surfing_With_the_Alien.pkl,0.37206996411959653,0.41207097781577096,0.6348460492147892
No_Excuses.1.pkl,0.05610544394043222,0.18773191620171512,0.6344509066028053
Honesty.4.pkl,0.18230972424868577,0.3406073635492326,0.6333608587943848
HIStory.1.pkl,0.28193495010151126,0.27053839107694805,0.6332781456953642
Il_cielo_dIrlanda.2.pkl,0.5244166720639316,0.4675124076305978,0.6330232121041256
If_You_Asked_Me_To.pkl,0.3337358711251667,0.41511921289794484,0.6329457364341086
Non_ti_sopporto_piu.pkl,0.4422623049739285,0.4554143712338709,0.6328907523876077
Sur_ma_vie.pkl,0.22511495172151855,0.4124395949981919,0.6323498639882821
Nocturne.pkl,0.4145803862574545,0.46277885182832623,0.6320147194112236
How_Am_I_Supposed_to_Live_Without_You.1.pkl,0.43130633125544765,0.3243467089899873,0.63088384693532
Ill_Be_Back.2.pkl,0.17239340106269324,0.36846777055820373,0.6302571257723739
Il_volo.2.pkl,0.5320375685280005,0.4413629250723115,0.6299168975069253
Hit_The_Road_Jack.1.pkl,0.4422543373083778,0.43473659830518613,0.629757785467128
"Youre_The_First,_The_Last,_My_Everything.1.pkl",0.40734230111237635,0.41981036436580077,0.6296799224054316
Youre_the_First_the_Last_My_Everyting.pkl,0.38299319035595697,0.45201346643204626,0.6294964028776978
If_I_Ever_Lose_My_Faith_in_You.4.pkl,0.4208768688030276,0.3973355361438885,0.6290630975143403
500_Miles.pkl,0.4119065394624523,0.40181748417683855,0.6289126853377265
No_More_Boleros.pkl,0.5157281071231378,0.4469108257516312,0.6288900414937759
Sweat_A_La_La_La_Song_.pkl,0.4988870548324562,0.5057842640502209,0.6283303730017762
Zooropa.1.pkl,0.40105137414528036,0.42138205405840007,0.6263784737538597
Zooropa.pkl,0.40105137414528036,0.42138205405840007,0.6263784737538597
We_Built_This_City.3.pkl,0.4590159825432191,0.4892566810568917,0.6262403528114664
We_Dont_Talk_Anymore.1.pkl,0.4590639598852857,0.6041419541487815,0.6255288110867979
Summertime.pkl,0.38223202327092404,0.42784144440230526,0.6254800833973444
Il_tempo_se_ne_va.pkl,0.4567060721886071,0.49436032801087415,0.6251843657817109
No_Time_No_Space.1.pkl,0.4884727961893116,0.4042332818101148,0.6249832102081935
Nobody_Does_It_Better.1.pkl,0.2463136631642304,0.3344456162867324,0.6247097073850442
Nothin_From_Nothin.pkl,0.21376580544082865,0.331467923330499,0.6247014670760832
No_Time_No_Space.pkl,0.48764778154077687,0.40326089851993263,0.624328678839957
Il_mare_impetuoso_al_tramonto_sali_sulla_luna_e_dietro_una_tendina_di_stelle....2.pkl,0.5394958476166227,0.5077202901597457,0.624216765453006
Il_mare_impetuoso_al_tramonto_sali_sulla_luna_e_dietro_una_tendina_di_stelle....3.pkl,0.5394958476166227,0.5077202901597457,0.624216765453006
If_You_Love_Somebody_Set_Them_Free.3.pkl,0.26391821760179257,0.447429083775692,0.623982869379015
If_You_Love_Somebody_Set_Them_Free.4.pkl,0.263304210365999,0.44709045215719684,0.62382176520994
Ho_in_testa_te.pkl,0.6259706008945358,0.4962234719215124,0.6238133984269053
Ill_Be_Alright_Without_You.pkl,0.13762484610300244,0.3674217737652529,0.6235422740524781
Ill_Be_on_Your_Side.pkl,0.2904109503644598,0.33199823599766315,0.623240589198036
Hits_Medley.pkl,0.3277462767979763,0.3516124664549465,0.6231367305501907
Zombie.4.pkl,0.3566077852790476,0.4671723937346649,0.6228607316690218
Honky_Tonk_Train_Blues.pkl,0.10827928877086943,0.31394608245487043,0.6226484691995574
Walking_on_the_Moon.pkl,0.44025437916286214,0.41270085936246986,0.6222399045156157
Hold_The_Line.1.pkl,0.2499025341589828,0.4130792136170668,0.6219091862730406
Hold_The_Line.2.pkl,0.2499025341589828,0.4130792136170668,0.6219091862730406
Walking_on_Sunshine.pkl,0.3833000530502439,0.47087899071301287,0.6210892236384704
Baila_Sexy_Thing_.pkl,0.6012903680492443,0.5180582950403121,0.6210665783371977
Want_Ads.pkl,0.44872722337966997,0.43580892654146663,0.6210159362549801
1000_Oceans.pkl,0.30963792320947203,0.421591092350673,0.6210025929127053
1979.2.pkl,0.12045471008029837,0.27813126197366594,0.6202127659574468
Non_ho_paura_del_mostro.pkl,0.3492860395509133,0.37810593528183356,0.6201773304577043
A_Day_in_the_Life.1.pkl,0.29970212871768115,0.38764127143668314,0.6199237155037021
No_Sugar_Tonight.1.pkl,0.3112675904336019,0.3837409784575772,0.6198547215496368
Non_siamo_in_pericolo.1.pkl,0.48808916765828253,0.5039585177599263,0.619785686949866
If_Tomorrow_Never_Comes.1.pkl,0.10933556362461498,0.2646552105769916,0.6193990511333685
If_Tomorrow_Never_Comes.2.pkl,0.10933556362461498,0.2646552105769916,0.6193990511333685
No_More_Boleros.1.pkl,0.48291298564673835,0.4225649413740472,0.6192660550458715
1979.1.pkl,0.12052098939282092,0.27627124293796484,0.6189361702127659
1979.pkl,0.12052098939282092,0.27627124293796484,0.6189361702127659
Waterloo_Sunset.1.pkl,0.34997695628878106,0.39942407921111395,0.6186800463141644
Ill_Be_Back.1.pkl,0.1697143510428332,0.36452193024889323,0.6184971098265896
Ill_Be_Back.pkl,0.1697143510428332,0.36452193024889323,0.6184971098265896
Ill_Follow_The_Sun.1.pkl,0.3040023278286168,0.40885223578980245,0.618458075407991
Ill_Follow_The_Sun.2.pkl,0.3040023278286168,0.40885223578980245,0.618458075407991
Ill_Follow_The_Sun.pkl,0.3040023278286168,0.40885223578980245,0.618458075407991
Suzie_Q.4.pkl,0.47762055918306406,0.4938718015005003,0.6176382361763824
Suzie_Q.5.pkl,0.47762055918306406,0.4938718015005003,0.6176382361763824
Suzie_Q.6.pkl,0.47762055918306406,0.4938718015005003,0.6176382361763824
Summertime_Blues.2.pkl,0.3584688729496908,0.3933621751697757,0.6172920065252855
Non_e_Francesca.1.pkl,0.14537756154788584,0.32004140840321804,0.6172428154935443
Suzie_Q.3.pkl,0.4759615619220892,0.49179836747376104,0.6172382761723828
Surfer_Girl.2.pkl,0.3640190791051526,0.4610514925171193,0.6164889253486464
Hound_Dog.3.pkl,0.22400078601172274,0.3978765537989191,0.6155826325725073
How.pkl,0.2819688337043122,0.3164046218927157,0.6154858521605615
Il_mio_nome_e_mai_piu.1.pkl,0.4175131069311846,0.3707760353891129,0.6154136758594635
If_I_Only_Knew.pkl,0.24636890809605966,0.3097269338940858,0.6151018693551775
Non_arriveranno_I_nostri.1.pkl,0.3250053228618897,0.4430795753577623,0.6148903478139405
Non_arriveranno_I_nostri.pkl,0.3251642526014887,0.4433028486089782,0.6148903478139405
No_Sugar_Tonight.pkl,0.3301617999480539,0.39622695153792625,0.6148148148148148
No_Excuses.pkl,0.07760842644277052,0.18350598831075735,0.6147739040386607
Il_Tempo_Non_Torna_Piu.1.pkl,0.49615764050003147,0.4300552341827601,0.6146063043196264
Holding_Out_for_a_Hero.2.pkl,0.5524682529466278,0.5095950883333216,0.6127326350045764
Wannabe.1.pkl,0.3184486183262852,0.40021152991731423,0.6127196238554813
24.000_baci.1.pkl,0.37998247512040456,0.49258414545462076,0.6125251785387291
24.000_baci.2.pkl,0.37998247512040456,0.49258414545462076,0.6125251785387291
40.pkl,0.174531473948251,0.3498734887413954,0.6124228114783872
Holiday.5.pkl,0.24092515449145654,0.34099849350408984,0.6123742079761461
Holiday.6.pkl,0.24092515449145654,0.34099849350408984,0.6123742079761461
Wasted_Years.pkl,0.289476591511103,0.37696357550591764,0.6121844410097887
50_Special.1.pkl,0.42926584708711985,0.4035545959655481,0.612116991643454
If_Looks_Could_Kill.pkl,0.25621383690571253,0.323068038756113,0.6120055197792088
No_Doubt_About_It.pkl,0.3708953208913403,0.4335955043767085,0.6117136659436009
Walters_Walk.pkl,0.6269023586576639,0.6242879818418431,0.6116378880127757
No_Rain.1.pkl,0.15846745442623847,0.313573266264261,0.6113431523411739
No_Rain.pkl,0.15846745442623847,0.313573266264261,0.6113431523411739
Il_mio_cuore_fa_ciock.1.pkl,0.4125085652912141,0.4428518973691449,0.6110565914295061
Il_mondo.pkl,0.449192319835524,0.4240486839919056,0.6109742441209407
Baker_Street.1.pkl,0.4932200278524825,0.4824574996992582,0.6101338144639904
Baker_Street.3.pkl,0.4932200278524825,0.4824574996992582,0.6101338144639904
Youre_Sixteen.1.pkl,0.30987784012341757,0.3544728865860114,0.6096069868995633
Survivor.pkl,0.43977393039508994,0.45011228766517547,0.6095622555821875
1979.4.pkl,0.11525855121076765,0.2539287898290841,0.609006734006734
Non_credere.pkl,0.14876988625744827,0.3662918113933429,0.6089927264712365
If_You_Leave_Me_Now.2.pkl,0.28520107181519083,0.36378660842848654,0.608673071929369
Holiday.4.pkl,0.2411787142014926,0.34124624202980824,0.6077773636476581
Was_A_Sunny_Day.pkl,0.4855721913959617,0.3870815191332533,0.6072331324129885
1999.5.pkl,0.4222934379074161,0.4621004390536719,0.6070660522273426
Honky_Cat.pkl,0.4151361924293844,0.4197269499088101,0.606981670811458
Il_ballo_del_potere.pkl,0.5602705497898252,0.5073131946286934,0.6067551266586249
Nothing.3.pkl,0.2801843280519512,0.4394890061980855,0.6066971080669711
We_Built_This_City.1.pkl,0.43940060839938005,0.4517259971338609,0.6065522129469207
If_You_Love_Me_Baby.pkl,0.34625681265463965,0.39998903852201473,0.6056387051862165
If_It_Makes_You_Happy.pkl,0.37736161455494266,0.4053927916549397,0.6045479755962285
If_I_Ever_Lose_My_Faith_in_You.7.pkl,0.2987726741296508,0.33844006819827066,0.6043074324324325
Sussudio.pkl,0.4302167586642178,0.5241508323917078,0.6042919628212138
Non_lasciarmi_mai_piu.2.pkl,0.336372508057913,0.534505514011651,0.6040441703714327
Non_lasciarmi_mai_piu.pkl,0.336372508057913,0.534505514011651,0.6040441703714327
Suzie_Q.1.pkl,0.4646353798772532,0.4320007555743112,0.6027522935779817
If_I_Said_You_Had_a_Beautiful_Body_Would_You_Hold_It_Against_Me_.pkl,0.273058456306927,0.3605393633984546,0.6026525198938992
Il_mio_cuore_fa_ciock.pkl,0.45684584438935877,0.4580547742138105,0.6021704605611434
Surfin_USA.2.pkl,0.30501107075052325,0.37433408745425323,0.602037169406719
If_Tomorrow_Never_Comes.pkl,0.11407591134965517,0.27107336406219285,0.602017937219731
We_Are_Family.1.pkl,0.4280564318495074,0.49239113391036854,0.6011819198211148
We_Are_Family.pkl,0.4280564318495074,0.49239113391036854,0.6011819198211148
Sunday_Sun.pkl,0.37542087568278476,0.4292947958588463,0.6009341998375305
Il_volo.pkl,0.4422821243650689,0.3850017250077882,0.6007554845270957
Sure.1.pkl,0.3026461205911044,0.3611778919238419,0.6005050505050505
Non_abbiam_bisogno_di_parole.1.pkl,0.17141114954761683,0.3418424019175214,0.6002267859392718
Sweet_Dreams_Hell_Outro.1.pkl,0.3457103156165741,0.3718945955221174,0.6001128031584885
Sweet_Dreams_Hell_Outro.pkl,0.3457103156165741,0.3718945955221174,0.6001128031584885
Non_dimenticarti_di_me.pkl,0.36927795386916934,0.3136199534113933,0.6
We_All_Fall_in_Love_Sometimes.pkl,0.29678438551406744,0.4372657968486623,0.5993953136810279
A_Better_Love.pkl,0.3698951349439953,0.3656543734957322,0.5992122776042375
Sundown.pkl,0.21421721611782066,0.3672000226322191,0.5991629853522437
Holiday.3.pkl,0.24280467239170225,0.32338615486554767,0.5987853247397125
Youve_Got_Love.pkl,0.34033028822223255,0.39087005216343984,0.5984147952443857
If_You_Were_There.pkl,0.36079433408762623,0.37824751568281534,0.5982199618563255
If_Tomorrow_Never_Comes.3.pkl,0.2043201901043528,0.3981090679466986,0.5979667282809612
50_primavere.1.pkl,0.3891757791672601,0.4350825863628331,0.5975956975640621
Non_credere.1.pkl,0.1748732691190624,0.32563271052600046,0.5975341259357111
24.000_baci.pkl,0.6074999653036337,0.5031027179068319,0.5964528668610302
Sweet_Caroline.6.pkl,0.23835517974061224,0.3588377694982742,0.5960493827160493
Northern_Lad.pkl,0.2486487192495565,0.2842662733362547,0.5952732644017725
"Honey,_Im_Home.pkl",0.5029390747571613,0.42969534442238627,0.5952077491715524
No_One_Else_Comes_Close.1.pkl,0.5032940667385297,0.44891314901803925,0.5951828206616366
No_One_Else_Comes_Close.pkl,0.5032940667385297,0.44891314901803925,0.5951828206616366
No_One_Knows.pkl,0.15267359915001327,0.2673805988727286,0.5921995224197399
If_You_Asked_Me_To.1.pkl,0.3187792785130916,0.33295132705400005,0.5918604651162791
If_You_Asked_Me_To.2.pkl,0.3187792785130916,0.33295132705400005,0.5918604651162791
Homburg.pkl,0.3161056350628401,0.38972805668041427,0.5911686334221545
25_or_6_to_4.2.pkl,0.278723359146442,0.31848566242392584,0.5910742086144266
Sunshine_of_Your_Love.pkl,0.5353773320316486,0.4418289290612146,0.5903879559930515
Sunshine_of_Your_Love.3.pkl,0.5346912175760691,0.44117207439796663,0.5897346773259182
Sweet_Dreams.pkl,0.3498833154342007,0.4324351255006128,0.5897273303741281
Honky_Tonk_Woman.2.pkl,0.5174663502641722,0.47935700662334146,0.5895012067578439
Surf_City.pkl,0.35263430663452555,0.44243686029339413,0.588716853532657
25_or_6_to_4.1.pkl,0.27524767373447484,0.30562359367278114,0.5886092371562014
25_or_6_to_4.pkl,0.27524767373447484,0.30562359367278114,0.5886092371562014
Walking_on_The_Moon.2.pkl,0.3846866308818243,0.3861328975383041,0.5879584232202393
Hound_Dog.1.pkl,0.30184933021551263,0.3660211448722108,0.5876089060987415
Non_parli_mai.1.pkl,0.14454250974240251,0.2934118644345299,0.5873195584489103
House_Arrest.pkl,0.3805056296132866,0.4521140158931394,0.587229763700352
If_There_Was_Any_Other_Way.2.pkl,0.4689000089463286,0.4646593437247438,0.5867608364492453
Il_tempo_di_morire.pkl,0.3115461500101251,0.4447916271908712,0.5865526878185106
If_You_Leave_Me_Now.4.pkl,0.27189013062869183,0.3230128866280627,0.585821864450792
Non_so_piu_a_chi_credere.pkl,0.13207276016220992,0.30133084244600994,0.5856925418569254
Sunday_Bloody_Sunday.5.pkl,0.4028428161708763,0.3836030680100456,0.58561872909699
Suzie_Q.7.pkl,0.2454962125910228,0.405582314565554,0.5850881762035866
Wanted_Dead_or_Alive.pkl,0.09048388700498856,0.15395247750504865,0.5838632750397457
Il_Tempo_Non_Torna_Piu.pkl,0.4732829521811646,0.40298481664176394,0.5837215320910973
Superstition.pkl,0.40639570117796336,0.4122782040856151,0.5834904389981147
Hold_Me_In_Your_Arms.pkl,0.36639560470846566,0.4755689381486297,0.5831457060147958
A_Change_Would_Do_You_Good.pkl,0.12457749974718452,0.25501348086831077,0.5826771653543307
Surrender.pkl,0.3833392117058291,0.4526557312215598,0.5826070114274646
Zoom.pkl,0.3889568701317057,0.45759855484073253,0.5819358634892615
Ik_wil_niet_dat_je_liegt.1.pkl,0.3686088212085172,0.3775277153987621,0.5816632112416494
Ho_messo_via.pkl,0.19470394001503752,0.29853565380025904,0.5816470588235294
Susanna.2.pkl,0.349437212887826,0.41902033184976223,0.581047743433464
Ik_heb_een_Euromast.pkl,0.07142573638390153,0.1857879450329682,0.5803957662218132
Ho_perso_le_parole.pkl,0.4043473069151095,0.38725253641247165,0.5794939577039275
Watermark.pkl,0.3653840273243018,0.43903010743658105,0.5791505791505791
Il_cielo_e_blu_sopra_le_nuvole.1.pkl,0.24678762309137173,0.3426138435422732,0.5787690570299266
"Hold_Me,_Thrill_Me,_Kiss_Me,_Kill_Me.4.pkl",0.1967148686870399,0.3012988110933463,0.5782885753299954
If_You_Cant_Give_Me_Love.pkl,0.08508375714650851,0.2631622559110622,0.578178521055813
Ill_Cry_Instead.pkl,0.07838901301785967,0.16043000980100025,0.5776634267200305
Honesty.3.pkl,0.2372825751523909,0.41412032870085774,0.5775134305448963
Not_Guilty.pkl,0.055388580159090844,0.2933747153068972,0.5769452449567724
No_Me_Dejes_de_Querer.1.pkl,0.02840521312125318,0.16144290576417428,0.5766259935072204
52nd_Street.pkl,0.09363266675455993,0.24290914483330459,0.5763546798029556
Superstition.3.pkl,0.39026813704302904,0.3968362142585235,0.5761776581426649
Superstition.1.pkl,0.3900012114488146,0.39647135333963096,0.5761001211142511
Superstition.2.pkl,0.3900012114488146,0.39647135333963096,0.5761001211142511
Holier_Than_Thou.1.pkl,0.37611022421388973,0.41887222595515766,0.5757107540173053
Holier_Than_Thou.pkl,0.37611022421388973,0.41887222595515766,0.5757107540173053
6th_Avenue_Heartache.pkl,0.14594477088366078,0.2378129595210049,0.5756885954928295
241.pkl,0.2506643644827382,0.3169021857872207,0.57523987830564
Hocus_Pocus.2.pkl,0.27231546984397115,0.3816833700174886,0.5747126436781609
Non_piango_piu.pkl,0.3835376760891992,0.354545738513174,0.574634996731314
15_Miljoen_Mensen.pkl,0.20563033859081695,0.2805076655922822,0.574315297261189
Hope_of_Deliverance.pkl,0.15116712541692384,0.3062254154070437,0.5741099539840155
Il_cielo_in_una_stanza.3.pkl,0.32993214966353585,0.43172624283705724,0.5726027397260274
19th_Nervous_Breakdown.1.pkl,0.37067645324910437,0.42425351821657425,0.5724517906336088
Sweet_Dreams.3.pkl,0.3993987556367035,0.411118922768628,0.571663379355687
Hotel_California.5.pkl,0.2748160242360392,0.36147587865837766,0.5712637650760357
Youve_Lost_That_Lovin_Feelin.1.pkl,0.3410120899283849,0.3557246231198121,0.5711530218602657
Supernaut.1.pkl,0.21225258240062428,0.32978335859489943,0.5711135611907387
Supernaut.2.pkl,0.21225258240062428,0.32978335859489943,0.5711135611907387
Supernaut.pkl,0.21225258240062428,0.32978335859489943,0.5711135611907387
Nobody_Does_It_Better.pkl,0.24037213753869996,0.32387966976770194,0.5708762886597938
Ik_Ga_Dood_Aan_Jou.pkl,0.1637350767806955,0.2632870949648865,0.5705024311183144
Hold_Me_Now.pkl,0.3194898632469974,0.3490578148594005,0.5704379562043795
Honey_Pie.5.pkl,0.2897568681632274,0.3908120313995033,0.5702600058428279
YYZ.1.pkl,0.34248194728516734,0.38804035561403466,0.5698601027094032
Hold_My_Hand.1.pkl,0.0634063111346183,0.20733346438957714,0.5696672411507357
Ill_Never_Break_Your_Heart.1.pkl,0.3594002893615742,0.381321836575094,0.5686216135754689
Ill_Never_Break_Your_Heart.2.pkl,0.3594002893615742,0.381321836575094,0.5686216135754689
Hold_On_Im_Coming_.1.pkl,0.32651235592079025,0.43276055226838145,0.568362480127186
Hot_in_the_City.pkl,0.4258748148181241,0.469951950453783,0.5670580964153276
Sweet_Caroline.pkl,0.34119554424213955,0.46645851571653757,0.5668565229183619
"Hold_Me,_Thrill_Me,_Kiss_Me,_Kill_Me.pkl",0.4703330914583452,0.37948290410598196,0.5667144906743186
Sunny.pkl,0.2359823707862492,0.355716665156298,0.5657342657342658
Holding_Out_for_a_Hero.1.pkl,0.25478490871412063,0.2836811798880444,0.5656707674282366
Sweet_Caroline.3.pkl,0.339384829139562,0.4651240197542468,0.5656071719641402
98-6.pkl,0.3867059583877537,0.4632520879176389,0.5655756466010529
Sweet_Dreams.2.pkl,0.4467810309312399,0.4847074845315972,0.5652975250131648
Not_as_a_Stranger.pkl,0.3183469313448742,0.45534494685903,0.5650396729983169
Surfin_Safari.1.pkl,0.44270082410812184,0.4943830231902018,0.5648718458176039
No_Me_Ames.pkl,0.4116903968893802,0.27631565306553657,0.5646563076112721
Honey_Honey.1.pkl,0.3924923136599709,0.496966426510467,0.5644950532014187
Not_That_Kind.pkl,0.3925841050251399,0.47500814032559363,0.5641139147115243
4_marzo_1943.1.pkl,0.3215376055498952,0.4040368893456589,0.5635249950602648
Hot_Stuff.1.pkl,0.3346324165573492,0.3980210904276298,0.5632430647291942
Youre_My_Mate.1.pkl,0.5704419613581799,0.4305815371767254,0.5631017434296123
We_Are_Family.2.pkl,0.35044025666575246,0.4020709101956488,0.5630091039770004
Suzie_Q.pkl,0.4640999872253963,0.3815173170897708,0.562766346036771
Walking_On_Sunshine.1.pkl,0.38697742116380035,0.4838329183435871,0.5626830487891993
Youre_My_Mate.pkl,0.5347882265706085,0.4728013293117401,0.5626428649178187
Sunday_Bloody_Sunday.3.pkl,0.327351815808347,0.3246167814071926,0.5622107629247654
Surfin_Safari.pkl,0.457141611164344,0.5073813648429059,0.5618915159944368
Youve_Got_to_Hide_Your_Love_Away.pkl,0.300687052229909,0.3904195866173306,0.5612678778507925
Sunday_Bloody_Sunday.4.pkl,0.3271435226922653,0.32276172409859133,0.5611140443505808
Il_Tuo_Bacio_E_Come_Un_Rock.pkl,0.21267225810354096,0.3147605094334608,0.5607081008274004
If_I_Fell.4.pkl,0.21763437867925683,0.36841095757817777,0.5603162927546892
If_I_Fell.5.pkl,0.21763437867925683,0.36841095757817777,0.5603162927546892
If_I_Fell.6.pkl,0.21763437867925683,0.36841095757817777,0.5603162927546892
Ik_meen_t.pkl,0.28854094957074333,0.42022254058500547,0.5596908101918122
Ik_kan_het_niet_alleen.pkl,0.4185447473147422,0.39895830575172286,0.5592492085029398
How_Am_I_Supposed_to_Live_Without_You.2.pkl,0.2787114793369164,0.3947674883543514,0.558983666061706
Ik_meen_t.1.pkl,0.15203064605541486,0.2953274047539515,0.558862609619984
Il_giorno_di_dolore_che_uno_ha.pkl,0.3132483410009125,0.3477458134727052,0.5585464333781965
Hot_Blooded.pkl,0.37491515085882343,0.36342669910741227,0.5582489997646505
Hotel_California.8.pkl,0.21580711417451615,0.2867137206363364,0.5571314741035857
Il_mare_impetuoso_al_tramonto_sali_sulla_luna_e_dietro_una_tendina_di_stelle....1.pkl,0.39185833446180135,0.5157882651460816,0.5566037735849056
Ill_Always_Love_You.pkl,0.24627661115675026,0.3761459872858199,0.5561273721453843
Summertime_Blues.1.pkl,0.31925529370431216,0.35087385696600776,0.5559801299197554
Hot_Legs.pkl,0.27356740381691047,0.38973883174064083,0.555319969159599
Hole_in_My_Soul.pkl,0.3488278807465253,0.3590552940299313,0.555
Yummy_Yummy_Yummy.pkl,0.18794395294376,0.3998455503602355,0.5547045951859956
No_Me_Dejes_de_Querer.pkl,0.48319505526837603,0.3591429233836633,0.5534395647104547
War_Pigs.1.pkl,0.4147024190182176,0.3650063150637243,0.5532608695652174
War_Pigs.pkl,0.4147024190182176,0.3650063150637243,0.5532608695652174
Horses_Through_a_Rainstorm.pkl,0.27308464729270165,0.3403033922420074,0.5532192764790388
Suzie_Q.2.pkl,0.46855320574015236,0.39049044593359383,0.5530423070828712
Hound_Dog.pkl,0.2715465556488173,0.35071413600314033,0.5527741453390622
Ill_Cry_Instead.1.pkl,0.0834964583220215,0.18539407858722295,0.5526967791118734
Il_nostro_caro_angelo.1.pkl,0.03097763756201629,0.21967453512443613,0.55255382017729
If_You_Dont_Know_Me_by_Now.pkl,0.19392439636344044,0.2807254531609206,0.5521962350256703
Non_mi_tenere_il_Broncio.pkl,0.15339284440387296,0.30478440409848623,0.5520289272800322
Norwegian_Wood.1.pkl,0.17066772305960443,0.2922025757782399,0.5520219866509619
Noi_due_nel_mondo_e_nellanima.pkl,0.21405077393707791,0.3580813071686668,0.5517866390471259
Ill_Be_There.1.pkl,0.09637471595335506,0.3147305804100714,0.5515811301192327
Youre_So_Cold.pkl,0.271619145175141,0.35401752862604075,0.5513933302878027
Walking_In_Memphis.pkl,0.279575128405719,0.3595977736774261,0.5508237232289951
No_One_Can.pkl,0.43088753909462446,0.5799660057007876,0.5506877990430622
Ziplock.pkl,0.30786011101885985,0.3300869144444734,0.5506849315068493
Way_Down_the_Line.pkl,0.2851910777895596,0.385307355713018,0.5495201883034583
1999.1.pkl,0.3724200371283018,0.531675892799259,0.5482860622933704
1999.4.pkl,0.37157027813905275,0.5315953414344966,0.5476563861299878
No_More_Lonely_Nights_Ballad_reprise_.pkl,0.433860662845277,0.4362147293765566,0.5469613259668509
If_You_Could_Read_My_Mind.pkl,0.17780263890737552,0.30243865195422376,0.5467791411042945
If_Loving_You_Is_Wrong_I_Dont_Want_to_Be_Right_.pkl,0.2379413859871739,0.37509867023774285,0.5457236842105263
Holiday.pkl,0.3801052374569168,0.38055394982340857,0.5451388888888888
Il_tavolino.pkl,0.3527708850515081,0.45356959249290646,0.5446477334789732
1492_Conquest_of_Paradise.4.pkl,0.24794555286934558,0.3213842117465522,0.5444778006004108
Hold_The_Line.pkl,0.24757767616387794,0.40853124344862,0.5438333583096059
Il_materasso.pkl,0.344474469912959,0.3776534010248411,0.543099598034837
Wann_fangt_denn_endlich_d_Musi_an.1.pkl,0.3484671050955398,0.4953524024248889,0.5428836346777932
Nothing_Bout_Me.pkl,0.23055975071659351,0.26584692059605214,0.5426190476190477
Il_volo.1.pkl,0.3168532327344431,0.3964924170636264,0.5425621932645117
No_Son_of_Mine.pkl,0.33618550340833075,0.45949102915420426,0.5423838908736602
We_Are.pkl,0.24140516153383648,0.2837097122068767,0.5423445339820587
Watcher_of_the_Skies.pkl,0.18183745005548255,0.2911623216230076,0.5421962670330929
No_Son_of_Mine.1.pkl,0.3357194563951772,0.4595787221865262,0.5417072379097696
No_Son_of_Mine.2.pkl,0.3357194563951772,0.4595787221865262,0.5417072379097696
No_Son_of_Mine.3.pkl,0.3357194563951772,0.4595787221865262,0.5417072379097696
Waterloo_Sunset.pkl,0.13844156334464483,0.3042602925529194,0.5414272030651341
Warum_immer_ich.pkl,0.28898315198730945,0.46882818590353476,0.5413024085637823
Il_mio_sbaglio_piu_grande.pkl,0.3476469963227862,0.3551405692356444,0.5411589895988113
Sweet_Home_Alabama.pkl,0.217557764944258,0.263545979459595,0.539377445143732
Sunday_Morning.pkl,0.2563080105672691,0.40793869415304806,0.5385920271416454
1999.2.pkl,0.24460685784751637,0.32459323801248285,0.5384218225626022
Norwegian_Wood.3.pkl,0.066481721419165,0.1952906058413553,0.5377026074700493
Water_From_a_Vine_Leaf.pkl,0.39474746788885356,0.4624552052752839,0.5376222011983601
Watermelon_Crawl.pkl,0.3158778589300382,0.3929944811610353,0.5375257346060266
Hotel_California.9.pkl,0.20845722303335285,0.28186592875032196,0.5373078829945463
Sweet_for_My_Sweet.pkl,0.44523130124172366,0.5361121278829043,0.5364033491081179
Sweet_Caroline.2.pkl,0.24142102297047224,0.286163940123451,0.5361710250047719
Il_coraggio_che_non_ce.pkl,0.3117144375646039,0.27976830753405607,0.53584229390681
Ho_perso_le_parole.1.pkl,0.27019471681183926,0.3363865394372693,0.535840188014101
Honey.1.pkl,0.3250676828808639,0.34890917333479954,0.535607420706164
Sweet_Dreams.1.pkl,0.33826832483696573,0.3844188516467391,0.535475234270415
Ill_Be_There_For_You.pkl,0.3608994922665629,0.30128328189854264,0.535288928098809
Hotel_California.pkl,0.224700769393113,0.2884919428923583,0.5351935646053293
Il_portiere_di_notte.1.pkl,0.19665120473720457,0.2878484431929679,0.5344251336898396
Zombie.pkl,0.38832121145559423,0.4069424653910133,0.5339168490153173
Il_cielo_e_blu_sopra_le_nuvole.2.pkl,0.25281198972239977,0.3617951728947483,0.5337013364323068
26_Miles_Santa_Catalina_.pkl,0.1130194071343451,0.3373607790458405,0.533360961458765
Holler.1.pkl,0.4087416439016902,0.4203696057721977,0.5328723093406058
Holler.2.pkl,0.4087416439016902,0.4203696057721977,0.5328723093406058
Hot_Child_in_the_City.pkl,0.13584273580046505,0.27523783512892624,0.5328441649196366
Ik_dacht_dat_het_uit_was.pkl,0.1628424390304591,0.2844040232799837,0.532579185520362
Holler.pkl,0.4094687373014314,0.4203578217016175,0.5322314049586777
Summer_Song.pkl,0.3419140399845709,0.4262601118408485,0.5317347120698876
Summertime_Blues.pkl,0.07147369934004492,0.2174471607761321,0.530840400925212
